27,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0666905 120.3948325),36.0666905,120.3948325
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0666833333333 120.394917666667),36.06668333333334,120.39491766666667
7,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.06666 120.3949735),36.06666,120.39497349999999
19,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0666665 120.3949585),36.066666500000004,120.3949585
24,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0666694 120.3949768),36.0666694,120.3949768
8,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.06682775 120.3948725),36.06682775,120.3948725
2,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.06683725 120.394863),36.06683725,120.394863
3,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066873 120.394882),36.066872999999994,120.394882
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066873 120.394882),36.066873,120.394882
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0668382 120.3949692),36.0668382,120.39496920000002
11,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0668686 120.3950088),36.0668686,120.3950088
21,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066419 120.395055),36.066418999999996,120.395055
16,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066419 120.395055),36.066419,120.395055
3,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0664063333333 120.395067666667),36.06640633333333,120.39506766666666
11,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.06645875 120.395071),36.06645875,120.395071
2,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.06646825 120.3950615),36.06646825,120.3950615
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066428 120.395223),36.066428,120.395223
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0664943333333 120.395159333333),36.06649433333333,120.39515933333332
5,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0664726666667 120.395169666667),36.06647266666667,120.39516966666667
4,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0664776666667 120.395184666667),36.066477666666664,120.39518466666668
5,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.06647875 120.39519875),36.06647875,120.39519874999999
2,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0664903333333 120.395172),36.06649033333333,120.395172
13,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.06652475 120.39513975),36.06652475,120.39513975
4,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.06652175 120.39514925),36.06652175,120.39514925
10,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.06651225 120.39515875),36.06651225,120.39515875000001
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0665255 120.3951605),36.0665255,120.3951605
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0665193333333 120.395215333333),36.06651933333333,120.39521533333334
6,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0665056666667 120.395233333333),36.06650566666667,120.39523333333334
5,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0665106666667 120.395248333333),36.066510666666666,120.39524833333333
3,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0665233333333 120.395235666667),36.06652333333333,120.39523566666666
13,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066546 120.395137),36.066546,120.395137
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0665536 120.3951294),36.066553600000006,120.3951294
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0665665 120.395128833333),36.0665665,120.39512883333333
5,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066645 120.395065),36.066645,120.395065
25,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0665285 120.395151),36.066528500000004,120.395151
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066538 120.3951415),36.066538,120.3951415
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0665566 120.3951384),36.0665566,120.3951384
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066534 120.39519125),36.066534000000004,120.39519125000001
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0665465 120.39517225),36.0665465,120.39517225
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0665435 120.39518175),36.0665435,120.39518175
25,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0665465 120.395197),36.0665465,120.395197
3,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0665495 120.3951875),36.0665495,120.39518749999999
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066571 120.3951554),36.066570999999996,120.3951554
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066561 120.3951706),36.066561,120.3951706
2,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0665634 120.3951828),36.0665634,120.3951828
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0665658 120.3951752),36.0665658,120.3951752
8,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.06656275 120.39518925),36.066562749999996,120.39518924999999
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0665764 120.395195),36.066576399999995,120.39519499999999
8,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066537 120.3952065),36.066537000000004,120.3952065
4,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0665273333333 120.395223),36.06652733333333,120.39522299999999
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.06655025 120.39520825),36.06655025,120.39520825
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0665386666667 120.395253333333),36.06653866666667,120.39525333333334
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.06654775 120.395258),36.06654775,120.39525800000001
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0665773333333 120.395205166667),36.066577333333335,120.39520516666666
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0665596 120.3952452),36.0665596,120.3952452
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0666162 120.3952378),36.0666162,120.39523779999999
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0666168333333 120.395240833333),36.066616833333335,120.39524083333333
2,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0666086 120.3952454),36.0666086,120.3952454
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0666122 120.395253),36.0666122,120.395253
2,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066627 120.3952065),36.066627,120.39520649999999
23,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0666295 120.395214),36.0666295,120.395214
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0666268 120.3952194),36.066626799999995,120.3952194
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0666216 120.3952392),36.066621600000005,120.39523919999999
3,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0666292 120.3952316),36.066629199999994,120.39523159999999
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0666292 120.3952316),36.0666292,120.39523159999999
3,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0666192 120.3952468),36.0666192,120.3952468
14,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0666384 120.3952422),36.0666384,120.39524220000001
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066644 120.395235666667),36.066644000000004,120.39523566666666
4,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0666466 120.3952576),36.0666466,120.3952576
7,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0664505 120.3953095),36.0664505,120.3953095
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0664993333333 120.395337333333),36.06649933333333,120.39533733333333
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066437 120.395388333333),36.066437,120.39538833333334
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0665285 120.39527325),36.066528500000004,120.39527325
4,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066535 120.395301666667),36.066534999999995,120.39530166666668
10,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066535 120.395301666667),36.066535,120.39530166666667
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0665468 120.3953034),36.06654679999999,120.39530339999999
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0665695 120.39531525),36.0665695,120.39531525000001
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0665283333333 120.395327),36.06652833333334,120.395327
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0665283333333 120.395380666667),36.06652833333334,120.39538066666667
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.06660375 120.39527125),36.06660375,120.39527125000001
3,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066603 120.39527525),36.066603,120.39527525
18,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.06660675 120.3952865),36.06660675,120.3952865
27,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.06661625 120.395277),36.066616249999996,120.395277
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.06661625 120.395277),36.06661625,120.395277
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0666008333333 120.395312),36.06660083333333,120.395312
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.06661925 120.3952675),36.06661925,120.39526749999999
7,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066626 120.3952714),36.066626,120.3952714
4,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0666336 120.3952638),36.0666336,120.3952638
3,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066639 120.3952652),36.066639,120.3952652
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0666366 120.3952728),36.066636599999995,120.3952728
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0666452 120.3952866),36.0666452,120.3952866
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.06662475 120.39530775),36.06662475,120.39530775
2,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0666314 120.395311),36.066631400000006,120.39531099999999
26,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0666285 120.395319),36.0666285,120.395319
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066639 120.3953034),36.066639,120.39530340000002
4,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066638 120.3953095),36.066638,120.3953095
14,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0665986666667 120.39534),36.066598666666664,120.39533999999999
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066627 120.39534),36.066627,120.39534
9,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0666448333333 120.395374333333),36.066644833333335,120.39537433333332
3,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0666276666667 120.395383333333),36.06662766666667,120.39538333333333
2,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0667003333333 120.395042333333),36.06670033333333,120.39504233333334
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.06667925 120.395052),36.06667925,120.395052
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0666894 120.395105),36.0666894,120.39510500000002
5,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0666943333333 120.3950895),36.06669433333334,120.3950895
2,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066697 120.3950974),36.066697,120.39509739999998
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0667 120.3951064),36.0667,120.39510639999999
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066723 120.39503675),36.066723,120.39503675
2,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.06673625 120.3950385),36.06673625,120.3950385
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0667176 120.3950484),36.0667176,120.3950484
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066728 120.395047333333),36.066728000000005,120.39504733333332
15,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.06672675 120.395048),36.06672675,120.395048
2,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0667586666667 120.395022),36.066758666666665,120.395022
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0667426 120.3950668),36.0667426,120.3950668
5,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066764 120.39507675),36.066764,120.39507674999999
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0667244 120.3950928),36.066724400000005,120.3950928
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0667383333333 120.395113666667),36.06673833333333,120.39511366666666
20,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066745 120.395079),36.066745000000004,120.39507899999998
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.06674775 120.3950845),36.066747750000005,120.3950845
4,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066761 120.39508625),36.066761,120.39508624999999
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0667382 120.3951752),36.0667382,120.3951752
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0667422 120.39516),36.0667422,120.39515999999999
16,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0667452 120.395169),36.0667452,120.39516899999998
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0667452 120.395169),36.0667452,120.39516900000001
7,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066749 120.395170833333),36.066748999999994,120.39517083333334
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0667626 120.395195),36.0667626,120.39519500000002
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066749 120.395202666667),36.066748999999994,120.39520266666666
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0668201666667 120.395027166667),36.066820166666666,120.39502716666665
12,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0667916666667 120.395085666667),36.06679166666667,120.39508566666666
19,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0667802 120.3951568),36.0667802,120.3951568
6,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0667878 120.3951492),36.0667878,120.39514919999999
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.06677375 120.39517975),36.066773749999996,120.39517975000001
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066784 120.3951934),36.066784,120.3951934
3,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0668175 120.3951645),36.0668175,120.39516449999999
31,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0668052 120.3951752),36.0668052,120.3951752
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0667894 120.3952026),36.0667894,120.39520259999999
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0666528 120.395279),36.0666528,120.395279
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0666582 120.3952804),36.0666582,120.3952804
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0666771666667 120.395286666667),36.066677166666665,120.39528666666666
2,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0666708333333 120.395293),36.06667083333333,120.395293
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066668 120.395317),36.06666800000001,120.395317
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0666914285714 120.395263714286),36.066691428571424,120.39526371428572
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0666868333333 120.395305666667),36.066686833333335,120.39530566666667
3,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0666788 120.3953264),36.0666788,120.3953264
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.06664975 120.39537425),36.066649749999996,120.39537425
2,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0666818 120.3953354),36.0666818,120.3953354
6,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0666986 120.3953384),36.0666986,120.39533840000001
20,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066701 120.3953506),36.066701,120.3953506
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0667121666667 120.395354),36.06671216666667,120.39535400000001
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0667154 120.3953676),36.06671540000001,120.39536760000001
19,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0667541666667 120.395374333333),36.06675416666666,120.39537433333334
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0667561666667 120.395368),36.06675616666667,120.395368
12,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0666945 120.39538775),36.0666945,120.39538775
2,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.06674025 120.39543925),36.06674025,120.39543925
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0667732 120.3953658),36.0667732,120.3953658
10,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0668366666667 120.395324833333),36.066836666666674,120.39532483333335
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0667712 120.3954316),36.066771200000005,120.39543160000001
2,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0667731666667 120.395429),36.066773166666664,120.395429
8,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0668933333333 120.394788),36.06689333333333,120.394788
11,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.06689375 120.39494125),36.06689375,120.39494125
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.06689375 120.39494125),36.066893750000006,120.39494125
2,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0669185 120.394989),36.0669185,120.394989
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0669185 120.394989),36.0669185,120.39498900000001
3,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0670204 120.3949798),36.067020400000004,120.39497980000002
3,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0671172 120.3949218),36.0671172,120.39492179999999
4,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0672556666667 120.394976333333),36.06725566666666,120.39497633333333
16,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066901 120.395016666667),36.066901,120.39501666666666
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0669114 120.3950592),36.066911399999995,120.39505920000002
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0669098 120.3950866),36.0669098,120.39508660000001
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0669312 120.3950974),36.0669312,120.39509739999998
8,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066875 120.395638),36.066875,120.395638
4,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.06679525 120.39628575),36.06679525,120.39628574999999
22,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066982 120.395620714286),36.066982,120.39562071428573
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0665636666667 120.396863),36.06656366666667,120.396863
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066694 120.396646),36.066694,120.39664600000002
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0666833333333 120.396664666667),36.06668333333334,120.39666466666667
12,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066714 120.396639333333),36.066714,120.39663933333334
10,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066747 120.396703),36.066747,120.396703
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.066748 120.3975839),36.066748000000004,120.3975839
183,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0669643 120.39795225),36.0669643,120.39795225
13,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0671196666667 120.399014666667),36.06711966666666,120.39901466666667
26,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0670193333333 120.3991635),36.06701933333333,120.3991635
3,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0667369 120.3999465),36.066736899999995,120.3999465
36,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0673233333333 120.399483333333),36.06732333333333,120.39948333333335
24,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0673233333333 120.399483333333),36.067323333333334,120.39948333333335
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0673513 120.399591825),36.0673513,120.399591825
45,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.06735632 120.3998595),36.06735632,120.3998595
1,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0672636 120.399964583333),36.0672636,120.39996458333333
10,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0673604 120.399951875),36.0673604,120.39995187500001
54,a0ad2c34-aff3-a974-a4ca-61003721ac93,SRID=4326;POINT(36.0673754 120.399946875),36.0673754,120.399946875
